nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq
587,587,0.0,281.0,4.0,3.0,2122.20592,257.0,1438.0,44.0,587,116.0,587
588,588,0.0,53.0,4.0,3.0,3124.090913,73.0,6.0,44.0,588,1157.0,588
589,589,32.0,4.0,281.0,3.0,714.797745,10229.0,6.0,44.0,589,1157.0,589
590,590,10.0,4.0,4.0,3.0,8855.262721,1825.0,6.0,44.0,590,1157.0,590
591,591,32.0,281.0,4.0,2.0,2918.638493,257.0,974.0,16.0,591,116.0,591
592,592,10.0,4.0,18.0,3.0,1032.975622,257.0,636.0,44.0,592,124.0,592
593,593,0.0,4.0,4.0,3.0,8855.262721,3.0,634.0,16.0,593,21.0,593
594,594,0.0,4.0,4.0,3.0,2918.638493,3.0,6.0,44.0,594,66.0,594
595,595,141.0,155.0,4.0,7.0,5729.330933,1825.0,1438.0,44.0,595,1157.0,595
596,596,0.0,4.0,4.0,3.0,2122.20592,3.0,1438.0,44.0,596,21.0,596
597,597,0.0,53.0,281.0,7.0,8855.262721,1825.0,1438.0,16.0,597,124.0,597
598,598,0.0,25.0,13.0,3.0,22912.813922,1825.0,1438.0,44.0,598,124.0,598
599,599,141.0,4.0,13.0,3.0,1032.975622,1825.0,1438.0,0.0,599,21.0,599
600,600,0.0,4.0,18.0,3.0,21564.817134,694.0,6.0,16.0,600,66.0,600
601,601,0.0,53.0,13.0,7.0,3124.090913,257.0,1438.0,16.0,601,124.0,601
602,602,10.0,281.0,4.0,5.0,1032.975622,10229.0,1438.0,16.0,602,124.0,602
603,603,0.0,25.0,4.0,3.0,3625.128146,1825.0,974.0,3.0,603,21.0,603
604,604,1.0,25.0,25.0,3.0,3124.090913,257.0,232.0,16.0,604,116.0,604
605,605,0.0,4.0,4.0,2.0,21564.817134,73.0,6.0,19.0,605,21.0,605
606,606,0.0,281.0,13.0,5.0,3124.090913,73.0,634.0,44.0,606,116.0,606
607,607,0.0,4.0,4.0,7.0,8855.262721,3.0,636.0,19.0,607,116.0,607
608,608,0.0,155.0,4.0,5.0,1032.975622,1825.0,1438.0,0.0,608,21.0,608
609,609,0.0,4.0,13.0,3.0,3124.090913,257.0,6.0,19.0,609,1024.0,609
610,610,0.0,4.0,13.0,3.0,5729.330933,257.0,6.0,3.0,610,116.0,610
611,611,0.0,4.0,13.0,3.0,2918.638493,694.0,634.0,18.0,611,116.0,611
612,612,141.0,4.0,4.0,3.0,2918.638493,1825.0,974.0,16.0,612,116.0,612
613,613,0.0,155.0,13.0,3.0,2918.638493,1141.0,232.0,18.0,613,1157.0,613
614,614,0.0,53.0,4.0,5.0,8855.262721,3.0,974.0,3.0,614,124.0,614
615,615,0.0,4.0,13.0,5.0,21564.817134,257.0,1438.0,19.0,615,116.0,615
616,616,1.0,4.0,13.0,5.0,1032.975622,257.0,1438.0,44.0,616,116.0,616
617,617,10.0,281.0,89.0,2.0,5729.330933,1825.0,6.0,16.0,617,116.0,617
618,618,0.0,281.0,13.0,7.0,2122.20592,1825.0,634.0,3.0,618,1157.0,618
619,619,141.0,4.0,13.0,3.0,1032.975622,3.0,6.0,44.0,619,66.0,619
620,620,0.0,4.0,13.0,2.0,1032.975622,1141.0,6.0,18.0,620,66.0,620
621,621,10.0,4.0,4.0,3.0,3124.090913,3.0,1438.0,44.0,621,1157.0,621
622,622,1.0,281.0,13.0,5.0,3124.090913,1825.0,6.0,44.0,622,66.0,622
623,623,15.0,281.0,4.0,3.0,8855.262721,73.0,636.0,44.0,623,21.0,623
624,624,141.0,25.0,13.0,3.0,3124.090913,257.0,636.0,18.0,624,116.0,624
625,625,32.0,4.0,13.0,7.0,2918.638493,73.0,6.0,44.0,625,1157.0,625
626,626,15.0,4.0,89.0,3.0,1032.975622,1825.0,1438.0,16.0,626,66.0,626
627,627,10.0,281.0,4.0,3.0,5872.916329,100.0,6.0,3.0,627,1157.0,627
628,628,0.0,4.0,13.0,7.0,2918.638493,1825.0,1438.0,44.0,628,1157.0,628
629,629,0.0,4.0,4.0,5.0,3124.090913,1141.0,6.0,44.0,629,1157.0,629
630,630,0.0,4.0,25.0,3.0,714.797745,1825.0,1438.0,3.0,630,1157.0,630
631,631,0.0,4.0,18.0,5.0,3124.090913,73.0,232.0,44.0,631,116.0,631
632,632,0.0,4.0,13.0,7.0,8855.262721,694.0,1438.0,16.0,632,116.0,632
633,633,0.0,4.0,4.0,7.0,1032.975622,1825.0,232.0,44.0,633,66.0,633
634,634,15.0,281.0,13.0,3.0,8855.262721,1141.0,974.0,3.0,634,116.0,634
635,635,32.0,53.0,4.0,7.0,21564.817134,3.0,1438.0,18.0,635,1157.0,635
636,636,0.0,4.0,4.0,3.0,21564.817134,73.0,636.0,3.0,636,116.0,636
637,637,0.0,4.0,13.0,3.0,2122.20592,1825.0,232.0,44.0,637,1157.0,637
638,638,1.0,4.0,4.0,7.0,3124.090913,1141.0,232.0,3.0,638,116.0,638
639,639,10.0,4.0,13.0,2.0,21564.817134,1825.0,6.0,18.0,639,116.0,639
640,640,15.0,155.0,13.0,3.0,8855.262721,1825.0,6.0,3.0,640,66.0,640
641,641,32.0,281.0,4.0,7.0,21564.817134,1825.0,974.0,44.0,641,21.0,641
642,642,141.0,4.0,13.0,3.0,3124.090913,73.0,232.0,3.0,642,116.0,642
643,643,0.0,155.0,4.0,3.0,3124.090913,257.0,6.0,44.0,643,1157.0,643
644,644,0.0,281.0,4.0,3.0,21564.817134,2649.0,1438.0,16.0,644,116.0,644
645,645,0.0,155.0,25.0,5.0,3124.090913,257.0,636.0,19.0,645,1157.0,645
646,646,10.0,53.0,13.0,3.0,8855.262721,257.0,634.0,18.0,646,1157.0,646
647,647,10.0,4.0,25.0,7.0,3124.090913,2649.0,232.0,18.0,647,116.0,647
648,648,32.0,4.0,13.0,7.0,8855.262721,1825.0,232.0,18.0,648,21.0,648
649,649,0.0,281.0,13.0,3.0,8855.262721,1825.0,232.0,3.0,649,1157.0,649
650,650,0.0,4.0,4.0,3.0,3124.090913,257.0,1438.0,18.0,650,124.0,650
651,651,1.0,281.0,4.0,3.0,5729.330933,3.0,232.0,3.0,651,116.0,651
652,652,0.0,155.0,4.0,3.0,8855.262721,10229.0,6.0,16.0,652,1157.0,652
653,653,0.0,4.0,13.0,3.0,21564.817134,3.0,6.0,16.0,653,1157.0,653
654,654,15.0,4.0,13.0,3.0,8855.262721,1825.0,232.0,3.0,654,116.0,654
655,655,0.0,4.0,13.0,7.0,8855.262721,3.0,6.0,18.0,655,116.0,655
656,656,0.0,155.0,13.0,5.0,22912.813922,3.0,1438.0,16.0,656,124.0,656
657,657,0.0,4.0,4.0,3.0,1032.975622,3.0,1438.0,3.0,657,66.0,657
658,658,0.0,4.0,13.0,5.0,2918.638493,2649.0,232.0,44.0,658,124.0,658
659,659,141.0,155.0,25.0,2.0,3124.090913,257.0,634.0,16.0,659,124.0,659
660,660,0.0,4.0,4.0,3.0,21564.817134,1141.0,6.0,44.0,660,1022.0,660
661,661,15.0,281.0,4.0,5.0,2918.638493,73.0,6.0,16.0,661,1157.0,661
662,662,0.0,4.0,13.0,5.0,5872.916329,257.0,6.0,0.0,662,1022.0,662
663,663,0.0,4.0,18.0,7.0,1032.975622,694.0,232.0,3.0,663,1157.0,663
664,664,0.0,4.0,4.0,3.0,3124.090913,73.0,1438.0,44.0,664,21.0,664
665,665,0.0,25.0,4.0,3.0,3124.090913,257.0,232.0,16.0,665,124.0,665
666,666,10.0,281.0,13.0,3.0,8855.262721,1825.0,974.0,44.0,666,21.0,666
667,667,0.0,4.0,13.0,7.0,1032.975622,1141.0,636.0,16.0,667,1157.0,667
668,668,10.0,4.0,13.0,7.0,8855.262721,73.0,974.0,16.0,668,66.0,668
669,669,1.0,25.0,13.0,3.0,3124.090913,2649.0,6.0,44.0,669,116.0,669
670,670,0.0,4.0,13.0,3.0,8855.262721,1825.0,6.0,3.0,670,66.0,670
671,671,0.0,4.0,25.0,2.0,3124.090913,1825.0,6.0,44.0,671,1022.0,671
672,672,1.0,155.0,25.0,5.0,3124.090913,1825.0,6.0,16.0,672,124.0,672
673,673,0.0,281.0,13.0,3.0,1032.975622,1141.0,974.0,16.0,673,21.0,673
674,674,15.0,4.0,13.0,3.0,1032.975622,1825.0,636.0,3.0,674,1157.0,674
675,675,10.0,155.0,13.0,3.0,5729.330933,1141.0,1438.0,18.0,675,116.0,675
676,676,10.0,155.0,4.0,7.0,8855.262721,3.0,232.0,44.0,676,116.0,676
677,677,1.0,4.0,4.0,7.0,1032.975622,3.0,232.0,16.0,677,1157.0,677
678,678,0.0,4.0,4.0,3.0,2122.20592,3.0,1438.0,3.0,678,1157.0,678
679,679,0.0,53.0,13.0,7.0,1032.975622,694.0,636.0,3.0,679,1157.0,679
680,680,0.0,25.0,25.0,3.0,2122.20592,1825.0,634.0,3.0,680,66.0,680
681,681,0.0,281.0,13.0,3.0,2918.638493,2649.0,1438.0,3.0,681,116.0,681
682,682,0.0,4.0,13.0,3.0,8855.262721,1825.0,232.0,18.0,682,116.0,682
683,683,10.0,281.0,4.0,5.0,1032.975622,1141.0,232.0,19.0,683,116.0,683
684,684,0.0,4.0,4.0,7.0,8855.262721,1141.0,232.0,16.0,684,116.0,684
685,685,1.0,4.0,4.0,3.0,3124.090913,3.0,6.0,44.0,685,116.0,685
686,686,10.0,4.0,25.0,3.0,2122.20592,1825.0,636.0,3.0,686,124.0,686
687,687,1.0,155.0,4.0,3.0,22912.813922,73.0,1438.0,19.0,687,124.0,687
688,688,32.0,4.0,13.0,3.0,3124.090913,1825.0,636.0,16.0,688,21.0,688
689,689,0.0,281.0,4.0,5.0,3124.090913,73.0,974.0,3.0,689,116.0,689
690,690,32.0,4.0,4.0,3.0,1032.975622,1825.0,1438.0,3.0,690,116.0,690
691,691,0.0,4.0,4.0,3.0,3124.090913,3.0,974.0,3.0,691,66.0,691
692,692,1.0,155.0,4.0,2.0,8855.262721,257.0,232.0,44.0,692,124.0,692
693,693,0.0,4.0,4.0,3.0,2918.638493,73.0,1438.0,16.0,693,1157.0,693
694,694,0.0,155.0,13.0,3.0,5872.916329,1825.0,6.0,18.0,694,66.0,694
695,695,0.0,155.0,4.0,3.0,3124.090913,1141.0,1438.0,16.0,695,116.0,695
696,696,0.0,53.0,13.0,7.0,1032.975622,10229.0,634.0,44.0,696,116.0,696
697,697,0.0,4.0,4.0,3.0,3124.090913,73.0,636.0,44.0,697,66.0,697
698,698,0.0,4.0,4.0,3.0,3124.090913,1825.0,1438.0,0.0,698,1157.0,698
699,699,15.0,25.0,13.0,3.0,2918.638493,1825.0,974.0,18.0,699,116.0,699
700,700,0.0,281.0,13.0,3.0,3625.128146,257.0,6.0,44.0,700,1157.0,700
701,701,0.0,4.0,4.0,3.0,3124.090913,3.0,232.0,44.0,701,116.0,701
702,702,0.0,281.0,13.0,5.0,22912.813922,1825.0,974.0,16.0,702,124.0,702
703,703,0.0,4.0,4.0,3.0,8855.262721,3.0,6.0,18.0,703,1157.0,703
704,704,0.0,53.0,13.0,2.0,3124.090913,1825.0,232.0,16.0,704,66.0,704
705,705,0.0,281.0,4.0,7.0,2918.638493,1825.0,232.0,18.0,705,116.0,705
706,706,0.0,25.0,13.0,7.0,8855.262721,73.0,974.0,18.0,706,116.0,706
707,707,0.0,4.0,13.0,7.0,21564.817134,2649.0,6.0,44.0,707,66.0,707
708,708,0.0,281.0,4.0,3.0,8855.262721,1825.0,232.0,16.0,708,1157.0,708
709,709,15.0,4.0,13.0,5.0,21564.817134,1141.0,634.0,16.0,709,116.0,709
710,710,0.0,155.0,4.0,3.0,8855.262721,1825.0,6.0,18.0,710,1157.0,710
711,711,1.0,4.0,4.0,3.0,22912.813922,257.0,634.0,0.0,711,1157.0,711
712,712,15.0,4.0,4.0,3.0,3124.090913,3.0,636.0,3.0,712,124.0,712
713,713,0.0,4.0,25.0,3.0,8855.262721,1825.0,1438.0,16.0,713,124.0,713
714,714,0.0,155.0,13.0,3.0,3124.090913,257.0,1438.0,3.0,714,116.0,714
715,715,0.0,4.0,13.0,3.0,1032.975622,10229.0,1438.0,19.0,715,116.0,715
716,716,0.0,281.0,4.0,3.0,714.797745,3.0,232.0,3.0,716,21.0,716
717,717,0.0,281.0,4.0,3.0,3124.090913,73.0,6.0,19.0,717,124.0,717
718,718,0.0,4.0,4.0,7.0,8855.262721,1825.0,636.0,44.0,718,124.0,718
719,719,15.0,4.0,13.0,5.0,21564.817134,257.0,6.0,19.0,719,1157.0,719
720,720,10.0,4.0,13.0,7.0,1032.975622,73.0,636.0,44.0,720,116.0,720
721,721,32.0,4.0,13.0,5.0,21564.817134,100.0,6.0,19.0,721,116.0,721
722,722,0.0,281.0,25.0,3.0,21564.817134,3.0,6.0,3.0,722,1157.0,722
723,723,32.0,4.0,4.0,7.0,21564.817134,1825.0,634.0,44.0,723,1157.0,723
724,724,0.0,4.0,4.0,3.0,8855.262721,1825.0,636.0,3.0,724,116.0,724
725,725,32.0,4.0,13.0,3.0,3124.090913,1141.0,6.0,44.0,725,124.0,725
726,726,10.0,4.0,4.0,3.0,8855.262721,1825.0,636.0,18.0,726,116.0,726
727,727,141.0,4.0,4.0,3.0,2918.638493,73.0,634.0,16.0,727,116.0,727
728,728,10.0,281.0,155.0,5.0,3124.090913,1825.0,232.0,18.0,728,116.0,728
729,729,0.0,25.0,25.0,7.0,2122.20592,1825.0,6.0,16.0,729,66.0,729
730,730,0.0,155.0,4.0,3.0,22912.813922,3.0,6.0,3.0,730,21.0,730
731,731,0.0,4.0,4.0,7.0,2918.638493,73.0,1438.0,16.0,731,66.0,731
732,732,0.0,4.0,13.0,3.0,8855.262721,2649.0,6.0,3.0,732,1157.0,732
733,733,0.0,281.0,13.0,5.0,3124.090913,1825.0,6.0,18.0,733,116.0,733
734,734,0.0,4.0,4.0,5.0,1032.975622,3.0,634.0,18.0,734,66.0,734
735,735,10.0,4.0,4.0,7.0,1032.975622,73.0,974.0,19.0,735,1157.0,735
736,736,0.0,53.0,4.0,3.0,21564.817134,257.0,232.0,18.0,736,66.0,736
737,737,0.0,53.0,13.0,3.0,8855.262721,100.0,6.0,44.0,737,124.0,737
738,738,0.0,281.0,13.0,7.0,5729.330933,3.0,232.0,18.0,738,124.0,738
739,739,0.0,281.0,25.0,7.0,2918.638493,73.0,636.0,0.0,739,66.0,739
740,740,0.0,4.0,4.0,3.0,714.797745,73.0,974.0,44.0,740,66.0,740
741,741,141.0,4.0,13.0,3.0,8855.262721,73.0,1438.0,3.0,741,1157.0,741
742,742,0.0,4.0,13.0,5.0,3124.090913,1825.0,974.0,19.0,742,66.0,742
743,743,0.0,4.0,13.0,3.0,2918.638493,694.0,232.0,3.0,743,116.0,743
744,744,1.0,4.0,4.0,3.0,2122.20592,73.0,6.0,3.0,744,124.0,744
745,745,0.0,4.0,4.0,3.0,8855.262721,1825.0,636.0,44.0,745,1157.0,745
746,746,32.0,4.0,13.0,3.0,8855.262721,1825.0,974.0,0.0,746,116.0,746
747,747,10.0,4.0,4.0,5.0,8855.262721,257.0,6.0,0.0,747,21.0,747
748,748,141.0,281.0,89.0,3.0,21564.817134,1825.0,6.0,16.0,748,1022.0,748
749,749,0.0,4.0,13.0,7.0,21564.817134,1825.0,6.0,18.0,749,124.0,749
750,750,0.0,281.0,4.0,3.0,8855.262721,1141.0,232.0,3.0,750,21.0,750
751,751,1.0,281.0,13.0,5.0,22912.813922,3.0,974.0,19.0,751,124.0,751
752,752,32.0,4.0,4.0,3.0,2918.638493,257.0,6.0,44.0,752,116.0,752
753,753,0.0,4.0,13.0,3.0,714.797745,3.0,636.0,16.0,753,1157.0,753
754,754,0.0,4.0,13.0,7.0,21564.817134,257.0,232.0,3.0,754,116.0,754
755,755,32.0,155.0,4.0,5.0,3124.090913,3.0,232.0,44.0,755,124.0,755
756,756,0.0,4.0,4.0,2.0,22912.813922,73.0,634.0,44.0,756,116.0,756
757,757,0.0,4.0,281.0,3.0,2918.638493,257.0,634.0,44.0,757,1157.0,757
758,758,0.0,4.0,4.0,3.0,3124.090913,1141.0,232.0,18.0,758,124.0,758
759,759,0.0,25.0,89.0,7.0,21564.817134,73.0,6.0,44.0,759,1022.0,759
760,760,15.0,281.0,13.0,5.0,8855.262721,3.0,6.0,16.0,760,116.0,760
761,761,0.0,4.0,13.0,3.0,1032.975622,1825.0,634.0,16.0,761,66.0,761
762,762,0.0,4.0,4.0,3.0,8855.262721,3.0,232.0,3.0,762,116.0,762
763,763,0.0,4.0,89.0,5.0,2122.20592,1141.0,1438.0,16.0,763,1157.0,763
764,764,32.0,4.0,13.0,3.0,1032.975622,1825.0,1438.0,44.0,764,116.0,764
765,765,32.0,4.0,13.0,3.0,8855.262721,73.0,636.0,44.0,765,124.0,765
766,766,141.0,4.0,4.0,7.0,1032.975622,1825.0,636.0,18.0,766,1157.0,766
767,767,0.0,281.0,4.0,2.0,3124.090913,1825.0,6.0,44.0,767,21.0,767
768,768,141.0,4.0,13.0,3.0,8855.262721,1825.0,974.0,16.0,768,124.0,768
769,769,15.0,4.0,4.0,7.0,21564.817134,3.0,636.0,44.0,769,1157.0,769
770,770,10.0,281.0,13.0,3.0,21564.817134,1825.0,634.0,44.0,770,1157.0,770
771,771,0.0,155.0,4.0,5.0,8855.262721,73.0,1438.0,18.0,771,1157.0,771
772,772,0.0,4.0,4.0,3.0,3124.090913,100.0,1438.0,0.0,772,1157.0,772
773,773,0.0,155.0,13.0,3.0,8855.262721,2649.0,6.0,44.0,773,116.0,773
774,774,32.0,4.0,4.0,5.0,21564.817134,3.0,6.0,44.0,774,116.0,774
775,775,0.0,4.0,4.0,3.0,22912.813922,1825.0,974.0,44.0,775,1022.0,775
776,776,0.0,4.0,4.0,5.0,1032.975622,694.0,232.0,16.0,776,1157.0,776
777,777,0.0,4.0,4.0,3.0,22912.813922,3.0,634.0,16.0,777,1157.0,777
778,778,15.0,4.0,4.0,3.0,8855.262721,1825.0,6.0,3.0,778,1157.0,778
779,779,15.0,4.0,4.0,7.0,1032.975622,1825.0,232.0,44.0,779,124.0,779
780,780,0.0,4.0,4.0,3.0,8855.262721,257.0,1438.0,19.0,780,1157.0,780
781,781,0.0,281.0,13.0,3.0,8855.262721,1825.0,974.0,44.0,781,1157.0,781
782,782,15.0,4.0,4.0,3.0,21564.817134,1825.0,1438.0,44.0,782,116.0,782
783,783,15.0,4.0,4.0,3.0,3124.090913,1141.0,636.0,44.0,783,116.0,783
784,784,0.0,155.0,13.0,3.0,3124.090913,1825.0,636.0,3.0,784,116.0,784
785,785,0.0,155.0,25.0,5.0,21564.817134,257.0,1438.0,16.0,785,116.0,785
786,786,0.0,155.0,89.0,7.0,3124.090913,1825.0,634.0,44.0,786,1157.0,786
787,787,0.0,4.0,4.0,3.0,3625.128146,1825.0,1438.0,44.0,787,66.0,787
788,788,0.0,4.0,4.0,3.0,2918.638493,1825.0,6.0,44.0,788,116.0,788
789,789,0.0,4.0,13.0,3.0,3124.090913,257.0,6.0,44.0,789,1022.0,789
790,790,1.0,4.0,4.0,3.0,3124.090913,257.0,6.0,3.0,790,1157.0,790
791,791,0.0,4.0,4.0,5.0,1032.975622,73.0,232.0,44.0,791,1024.0,791
792,792,1.0,155.0,4.0,7.0,8855.262721,73.0,634.0,3.0,792,66.0,792
793,793,0.0,4.0,4.0,5.0,21564.817134,1825.0,1438.0,44.0,793,116.0,793
794,794,141.0,281.0,4.0,3.0,8855.262721,257.0,636.0,16.0,794,66.0,794
795,795,32.0,281.0,13.0,7.0,2918.638493,1825.0,636.0,3.0,795,116.0,795
796,796,0.0,4.0,13.0,7.0,8855.262721,1141.0,232.0,3.0,796,21.0,796
797,797,0.0,25.0,155.0,3.0,3124.090913,257.0,974.0,3.0,797,116.0,797
798,798,0.0,25.0,4.0,3.0,8855.262721,73.0,232.0,16.0,798,66.0,798
799,799,0.0,281.0,4.0,5.0,3124.090913,257.0,636.0,44.0,799,124.0,799
800,800,0.0,4.0,89.0,7.0,1032.975622,257.0,636.0,18.0,800,1157.0,800
801,801,1.0,4.0,25.0,3.0,21564.817134,1825.0,232.0,44.0,801,1157.0,801
802,802,0.0,4.0,13.0,3.0,8855.262721,3.0,6.0,44.0,802,1157.0,802
803,803,0.0,4.0,25.0,2.0,2918.638493,1825.0,6.0,19.0,803,1157.0,803
804,804,15.0,25.0,4.0,2.0,2918.638493,1141.0,636.0,16.0,804,21.0,804
805,805,10.0,155.0,25.0,5.0,3124.090913,3.0,6.0,3.0,805,1157.0,805
806,806,32.0,155.0,25.0,5.0,3124.090913,73.0,634.0,16.0,806,124.0,806
807,807,0.0,4.0,4.0,3.0,3124.090913,73.0,1438.0,44.0,807,1157.0,807
808,808,32.0,4.0,13.0,3.0,3124.090913,1141.0,636.0,16.0,808,116.0,808
809,809,15.0,4.0,89.0,5.0,21564.817134,1141.0,1438.0,3.0,809,66.0,809
810,810,0.0,4.0,13.0,7.0,8855.262721,257.0,232.0,18.0,810,116.0,810
811,811,1.0,4.0,13.0,3.0,3124.090913,1825.0,636.0,18.0,811,116.0,811
812,812,0.0,4.0,13.0,5.0,21564.817134,3.0,1438.0,3.0,812,116.0,812
813,813,32.0,4.0,4.0,3.0,8855.262721,1825.0,232.0,44.0,813,66.0,813
814,814,0.0,4.0,155.0,3.0,8855.262721,1825.0,636.0,16.0,814,21.0,814
815,815,0.0,281.0,13.0,5.0,3124.090913,73.0,1438.0,18.0,815,21.0,815
816,816,0.0,4.0,4.0,5.0,1032.975622,2649.0,232.0,0.0,816,66.0,816
817,817,0.0,281.0,13.0,3.0,8855.262721,1825.0,6.0,3.0,817,21.0,817
818,818,10.0,4.0,13.0,3.0,3124.090913,1825.0,1438.0,16.0,818,1024.0,818
819,819,0.0,155.0,4.0,2.0,5729.330933,1825.0,232.0,3.0,819,1157.0,819
820,820,0.0,4.0,4.0,3.0,1032.975622,3.0,6.0,19.0,820,66.0,820
821,821,0.0,4.0,4.0,3.0,8855.262721,73.0,974.0,3.0,821,1157.0,821
822,822,0.0,4.0,4.0,3.0,3124.090913,1825.0,232.0,16.0,822,116.0,822
823,823,0.0,155.0,13.0,3.0,21564.817134,3.0,6.0,0.0,823,21.0,823
824,824,0.0,281.0,13.0,7.0,2918.638493,1825.0,6.0,3.0,824,1157.0,824
825,825,32.0,4.0,4.0,7.0,21564.817134,1825.0,974.0,44.0,825,116.0,825
826,826,0.0,281.0,4.0,3.0,8855.262721,257.0,1438.0,18.0,826,1157.0,826
827,827,15.0,155.0,4.0,3.0,1032.975622,1141.0,232.0,44.0,827,21.0,827
828,828,15.0,4.0,13.0,3.0,3124.090913,73.0,1438.0,3.0,828,116.0,828
829,829,0.0,281.0,4.0,7.0,22912.813922,1141.0,636.0,3.0,829,66.0,829
830,830,1.0,4.0,4.0,7.0,8855.262721,1825.0,232.0,18.0,830,21.0,830
831,831,0.0,4.0,4.0,3.0,3124.090913,257.0,6.0,3.0,831,116.0,831
832,832,10.0,4.0,4.0,3.0,21564.817134,73.0,232.0,3.0,832,116.0,832
833,833,1.0,53.0,25.0,2.0,3124.090913,2649.0,6.0,3.0,833,116.0,833
834,834,15.0,4.0,4.0,3.0,8855.262721,10229.0,1438.0,44.0,834,1157.0,834
835,835,0.0,4.0,89.0,3.0,2122.20592,3.0,232.0,3.0,835,116.0,835
836,836,32.0,155.0,4.0,3.0,8855.262721,3.0,636.0,44.0,836,21.0,836
837,837,0.0,155.0,4.0,7.0,3124.090913,257.0,1438.0,44.0,837,1022.0,837
838,838,0.0,4.0,25.0,7.0,3124.090913,2649.0,636.0,3.0,838,1157.0,838
839,839,10.0,155.0,13.0,5.0,2918.638493,257.0,6.0,44.0,839,124.0,839
840,840,0.0,155.0,4.0,3.0,22912.813922,73.0,1438.0,16.0,840,66.0,840
841,841,0.0,4.0,13.0,7.0,1032.975622,10229.0,6.0,44.0,841,116.0,841
842,842,0.0,25.0,4.0,7.0,2918.638493,73.0,6.0,3.0,842,116.0,842
843,843,15.0,4.0,25.0,7.0,3124.090913,1825.0,232.0,3.0,843,1157.0,843
844,844,0.0,25.0,25.0,3.0,1032.975622,3.0,634.0,16.0,844,1157.0,844
845,845,32.0,4.0,4.0,7.0,21564.817134,1825.0,1438.0,0.0,845,21.0,845
846,846,10.0,281.0,18.0,3.0,21564.817134,73.0,636.0,3.0,846,66.0,846
847,847,0.0,4.0,89.0,3.0,3124.090913,73.0,1438.0,18.0,847,1157.0,847
848,848,0.0,25.0,13.0,5.0,3124.090913,257.0,1438.0,3.0,848,1024.0,848
849,849,0.0,4.0,13.0,5.0,1032.975622,1825.0,232.0,3.0,849,1157.0,849
850,850,32.0,281.0,13.0,7.0,21564.817134,694.0,6.0,16.0,850,116.0,850
851,851,10.0,4.0,4.0,3.0,8855.262721,73.0,6.0,3.0,851,124.0,851
852,852,0.0,4.0,13.0,3.0,3124.090913,1825.0,1438.0,18.0,852,1157.0,852
853,853,10.0,155.0,13.0,3.0,3124.090913,1825.0,1438.0,44.0,853,116.0,853
854,854,32.0,4.0,13.0,3.0,8855.262721,3.0,232.0,16.0,854,1157.0,854
855,855,10.0,25.0,25.0,3.0,3124.090913,3.0,1438.0,3.0,855,116.0,855
856,856,0.0,4.0,18.0,3.0,3124.090913,3.0,1438.0,18.0,856,21.0,856
857,857,0.0,281.0,89.0,3.0,3124.090913,73.0,1438.0,3.0,857,116.0,857
858,858,0.0,281.0,25.0,3.0,3124.090913,73.0,1438.0,16.0,858,21.0,858
859,859,0.0,53.0,4.0,7.0,22912.813922,1825.0,6.0,3.0,859,1157.0,859
860,860,32.0,4.0,13.0,3.0,3124.090913,1825.0,1438.0,18.0,860,116.0,860
861,861,32.0,4.0,13.0,3.0,1032.975622,1825.0,6.0,44.0,861,1157.0,861
862,862,0.0,281.0,13.0,3.0,21564.817134,1825.0,1438.0,44.0,862,21.0,862
863,863,0.0,155.0,4.0,3.0,3124.090913,1825.0,636.0,44.0,863,116.0,863
864,864,1.0,4.0,13.0,3.0,1032.975622,1141.0,974.0,18.0,864,116.0,864
865,865,141.0,4.0,4.0,3.0,1032.975622,3.0,636.0,18.0,865,1157.0,865
866,866,0.0,281.0,4.0,3.0,2122.20592,1825.0,636.0,3.0,866,116.0,866
867,867,0.0,4.0,13.0,3.0,8855.262721,100.0,6.0,0.0,867,1157.0,867
868,868,32.0,4.0,13.0,3.0,3124.090913,1825.0,6.0,18.0,868,21.0,868
869,869,0.0,53.0,4.0,3.0,21564.817134,257.0,1438.0,19.0,869,124.0,869
870,870,32.0,4.0,13.0,5.0,8855.262721,73.0,232.0,16.0,870,116.0,870
871,871,0.0,4.0,13.0,5.0,3124.090913,1141.0,1438.0,18.0,871,116.0,871
872,872,1.0,4.0,4.0,7.0,22912.813922,1825.0,974.0,16.0,872,116.0,872
873,873,0.0,4.0,4.0,2.0,8855.262721,73.0,636.0,16.0,873,1157.0,873
874,874,0.0,4.0,13.0,5.0,714.797745,73.0,6.0,16.0,874,1157.0,874
875,875,0.0,4.0,155.0,3.0,3124.090913,73.0,6.0,44.0,875,1024.0,875
876,876,0.0,4.0,13.0,3.0,21564.817134,1825.0,232.0,3.0,876,116.0,876
877,877,0.0,155.0,4.0,7.0,3124.090913,73.0,1438.0,44.0,877,1157.0,877
878,878,32.0,4.0,18.0,5.0,21564.817134,257.0,6.0,3.0,878,1157.0,878
879,879,10.0,4.0,13.0,3.0,8855.262721,257.0,232.0,16.0,879,1157.0,879
880,880,10.0,155.0,4.0,3.0,8855.262721,1825.0,636.0,3.0,880,1157.0,880
881,881,0.0,281.0,13.0,2.0,3124.090913,257.0,634.0,16.0,881,116.0,881
