@relation R_data_frame

@attribute nonecholoc numeric
@attribute loc numeric
@attribute nmethods numeric
@attribute ccomdeep numeric
@attribute ccom numeric
@attribute nest numeric
@attribute hvol numeric
@attribute nIncomingCalls numeric
@attribute nIncomingCallsUniq numeric
@attribute nOutgoingInternCalls numeric
@attribute nOutgoingExternFlsCalled numeric
@attribute nOutgoingExternFlsCalledUniq numeric
@attribute nOutgoingExternCallsUniq numeric
@attribute IsVulnerable {no,yes}

@data
21,21,0,4,4,1,227.272991,0,0,0,19,13,15,no
31,31,0,3,3,2,179.203049,0,0,0,44,40,34,no
26,26,0,4,4,1,315.94081,0,0,0,37,22,25,no
4,4,0,1,1,0,12.542316,0,0,0,0,0,0,no
394,394,19,60,60,5,5207.699615,1124,557,10,1132,1049,145,no
35,35,0,1,1,0,5.545177,0,0,0,0,0,0,no
14,14,1,3,3,1,79.17172,0,0,0,6,5,6,no
52,52,0,6,6,3,684.309787,0,0,0,119,88,29,no
91,91,2,13,13,4,952.315449,73,72,1,135,116,86,yes
47,47,0,1,1,0,0,0,0,0,0,0,0,no
171,171,14,34,34,5,2177.729657,39,27,2,256,194,69,no
48,48,2,10,10,5,411.119549,73,72,1,125,116,22,no
49,49,0,3,3,2,335.283124,0,0,0,44,40,60,no
26,26,0,4,4,1,315.94081,0,0,0,37,22,25,no
4,4,0,1,1,0,12.542316,0,0,0,0,0,0,no
149,149,0,21,21,5,2321.798389,0,0,0,173,103,134,no
115,115,4,7,7,2,1044.510142,91,72,1,126,112,78,no
45,46,0,5,5,2,604.298458,0,0,0,54,38,27,no
43,43,0,16,16,4,561.076608,0,0,0,35,30,25,no
37,37,0,4,4,1,393.07385,0,0,0,136,103,26,no
13,13,1,1,1,0,65.976433,9,9,0,24,21,4,no
170,170,6,20,20,3,954.204107,6,6,2,85,34,28,no
46,46,0,5,5,3,402.887389,0,0,0,91,36,34,no
36,36,0,5,5,1,382.86414,0,0,0,67,46,25,no
90,90,3,9,9,2,910.016425,557,557,0,105,41,38,no
43,43,2,13,13,6,547.683221,9,9,0,9,9,12,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
198,217,5,29,29,4,2795.732993,3,1,5,36,28,34,no
146,146,2,16,16,4,1955.559591,9,9,1,36,33,11,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
34,37,0,8,8,3,353.869955,0,0,0,33,31,14,no
32,32,3,7,7,3,187.862701,10,9,1,10,9,7,no
5,5,0,2,2,1,26.366695,0,0,0,25,25,4,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
21,21,3,2,2,1,124.661387,9,9,0,3,2,3,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
51,51,4,12,12,2,483.446136,12,11,3,17,12,9,no
7,7,0,2,2,1,21.972246,0,0,0,26,26,4,no
5,5,0,1,1,0,8.317766,0,0,0,0,0,0,no
3,3,0,1,1,0,8.04719,0,0,0,0,0,0,no
33,33,4,3,3,2,261.892198,572,571,1,58,53,11,no
120,120,0,25,25,5,1593.026078,0,0,0,154,101,73,no
6,6,1,2,2,1,9.656627,0,0,0,1,1,1,no
245,245,11,21,21,1,2769.260499,9,9,0,11,9,31,no
17,17,0,2,2,1,99.813194,0,0,0,25,25,29,no
8,8,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,8.04719,0,0,0,0,0,0,no
40,40,2,10,10,2,314.149858,9,9,0,4,3,3,no
5,5,0,2,2,1,16.635532,0,0,0,25,25,2,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
6,6,1,1,1,0,14.334076,0,0,0,1,1,1,no
6,7,0,1,1,0,29.188652,0,0,0,0,0,0,no
77,77,2,16,16,3,1052.383709,9,9,1,36,33,11,no
33,33,0,6,6,4,176.582301,0,0,0,26,25,11,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
72,72,6,8,8,1,931.73572,167,161,2,54,54,11,no
65,65,4,11,11,2,578.84274,8,6,2,12,11,16,no
43,46,0,9,9,3,507.127332,0,0,0,44,41,17,no
153,172,5,31,31,5,2329.163479,78,76,5,85,75,33,no
3,3,0,1,1,0,8.04719,0,0,0,0,0,0,no
21,21,1,3,3,1,40.76422,9,9,0,1,1,1,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
44,44,4,9,9,2,261.892198,13,12,3,9,8,5,no
7,7,0,2,2,1,21.972246,0,0,0,26,26,4,no
5,5,0,1,1,0,8.317766,0,0,0,0,0,0,no
3,3,0,1,1,0,8.04719,0,0,0,0,0,0,no
40,40,1,9,9,2,384.606567,9,9,0,35,30,21,no
105,105,0,18,18,6,1326.642076,0,0,0,171,122,47,no
11,13,0,2,2,1,69.253633,0,0,0,5,5,4,no
68,68,0,19,19,5,811.429951,0,0,0,50,28,23,no
93,93,0,20,20,4,1113.105753,0,0,0,159,103,53,no
77,77,3,18,18,4,778.395013,79,75,1,201,179,58,no
63,63,1,11,11,5,653.731325,0,0,1,76,59,32,no
128,128,0,26,26,5,1379.965609,0,0,0,147,123,65,no
23,23,1,3,3,1,162.904827,9,9,0,37,31,18,no
150,150,1,30,30,5,1744.134849,0,0,1,161,114,87,no
12,14,0,2,2,1,73.893605,0,0,0,6,5,5,no
83,83,0,17,17,4,957.83361,0,0,0,152,102,46,no
77,77,3,15,15,5,820.340676,79,75,1,203,186,56,no
110,110,0,19,19,3,1240.628704,0,0,0,132,92,67,no
69,69,1,14,14,5,679.583688,9,9,0,36,32,43,no
41,41,0,7,7,4,438.588053,0,0,0,119,90,28,no
52,52,0,16,16,3,512.750344,0,0,0,34,24,36,no
107,107,1,21,21,5,1748.239723,0,0,1,205,142,49,no
50,50,3,7,7,2,441.572849,79,75,1,146,130,21,no
118,118,0,31,31,4,1856.048759,0,0,0,179,107,51,no
271,271,3,69,69,5,3283.253341,79,75,1,254,194,229,no
153,153,0,48,48,5,2595.335912,0,0,0,192,121,81,no
114,114,2,21,21,4,1403.12522,15,14,0,138,118,95,no
204,210,0,42,42,6,2712.616952,0,0,0,226,142,112,no
97,97,0,20,20,4,1541.083828,0,0,0,179,107,48,no
190,190,3,42,42,4,2135.348548,79,75,1,245,191,163,no
763,763,75,95,95,5,10243.648213,6832,580,11,1142,1064,139,no
119,119,0,27,27,6,1794.366272,0,0,0,211,120,51,no
128,128,3,37,37,7,1498.284544,79,75,1,232,192,91,no
72,72,1,12,12,3,869.591301,9,9,0,86,75,64,no
68,68,0,15,15,3,824.483811,0,0,0,158,118,48,no
20,20,1,2,2,1,99.162467,9,9,0,30,28,13,no
41,41,0,5,5,3,469.442761,0,0,0,31,18,30,no
190,196,14,37,37,4,2756.967144,232,197,7,310,271,38,no
21,21,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,3,3,1,62.330694,0,0,0,9,7,7,no
22,22,0,4,4,2,216.783469,0,0,0,19,13,18,no
53,53,1,8,8,3,643.18729,4,4,0,198,172,38,no
32,33,0,5,5,1,367.549574,0,0,0,97,83,26,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
21,21,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,3,3,1,62.330694,0,0,0,9,7,7,no
23,23,0,4,4,2,229.213434,0,0,0,19,13,19,no
66,68,4,9,9,3,856.753475,560,560,2,1199,1151,30,no
32,33,0,5,5,1,367.549574,0,0,0,97,83,26,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
21,21,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,3,3,1,62.330694,0,0,0,9,7,7,no
22,22,0,4,4,2,216.783469,0,0,0,19,13,18,no
53,53,1,8,8,3,643.18729,4,4,0,198,172,38,no
32,33,0,5,5,1,367.549574,0,0,0,97,83,26,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
21,21,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,3,3,1,62.330694,0,0,0,9,7,7,no
22,22,0,4,4,2,216.783469,0,0,0,19,13,18,no
51,51,1,9,9,4,637.185449,4,4,0,182,171,16,no
32,33,0,5,5,1,377.314465,0,0,0,97,83,26,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
11,11,0,1,1,0,0,0,0,0,0,0,0,no
263,270,0,56,56,10,3518.656843,0,0,0,229,156,97,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
79,79,2,11,11,2,661.97122,18,9,0,44,35,58,no
68,68,0,15,15,3,824.483811,0,0,0,158,118,48,no
20,20,1,2,2,1,99.162467,9,9,0,30,28,13,no
39,39,0,4,4,2,462.295515,0,0,0,33,20,30,no
80,80,4,20,20,5,777.711137,7,4,2,75,59,25,no
18,18,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,3,3,1,62.330694,0,0,0,9,7,7,no
55,55,2,9,9,3,534.090416,73,72,1,116,106,47,no
34,35,0,7,7,3,272.818962,0,0,0,24,18,22,no
45,47,0,8,8,4,637.165976,0,0,0,96,82,35,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
61,61,1,13,13,4,498.672786,2,2,0,63,55,17,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
4,4,0,1,1,0,9.656627,0,0,0,2,2,2,no
1222,1222,57,281,281,6,18594.997927,918,822,31,529,356,290,no
182,182,5,37,37,5,2163.571162,1,1,3,107,77,40,no
80,80,0,17,17,6,830.703067,0,0,0,92,72,26,no
13,13,0,1,1,0,0,0,0,0,0,0,0,no
83,88,0,18,18,3,1215.181167,0,0,0,54,31,53,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
892,892,21,163,163,8,15190.747375,563,557,15,1212,1075,252,no
35,36,0,8,8,3,395.114324,0,0,0,106,80,26,no
105,105,2,19,19,5,901.135775,73,72,1,116,107,41,no
50,52,0,11,11,1,669.580176,0,0,0,35,21,31,no
69,69,0,2,2,1,250.975572,0,0,0,25,25,63,no
14,16,0,2,2,1,97.040605,0,0,0,6,5,7,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
28,28,0,11,11,3,298.053288,0,0,0,49,44,12,no
147,147,10,27,27,4,1848.467578,574,558,2,40,28,23,no
13,13,0,1,1,0,0,0,0,0,0,0,0,no
82,82,0,15,15,4,1212.605335,0,0,0,108,88,31,no
7,7,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
65,65,0,19,19,4,884.825625,0,0,0,44,26,47,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
100,100,7,12,12,4,1203.958491,566,560,2,1088,1058,47,no
10,10,1,1,1,0,58.993835,2,2,0,9,9,4,no
9,9,0,2,2,1,33.271065,0,0,0,25,25,9,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
14,14,0,1,1,0,0,0,0,0,0,0,0,no
73,74,0,20,20,4,1034.844721,0,0,0,213,188,54,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
251,253,10,44,44,6,3987.988395,564,560,6,1102,1049,90,no
10,10,1,1,1,0,58.993835,2,2,0,9,9,4,no
14,14,0,2,2,1,63.719513,0,0,0,25,25,18,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
70,72,0,18,18,5,1032.539992,0,0,0,67,43,44,no
146,146,0,36,36,6,1870.358313,0,0,0,176,127,56,no
104,104,2,19,19,3,1134.740543,73,72,1,158,136,90,no
44,44,0,11,11,3,475.750902,0,0,0,47,32,33,no
273,273,21,19,19,2,1477.70317,0,0,7,27,17,67,no
75,77,0,19,19,4,965.350391,0,0,0,148,111,54,no
48,48,3,8,8,3,486.237457,74,73,1,116,108,36,no
75,75,0,16,16,4,904.008913,0,0,0,150,111,56,no
34,34,2,6,6,3,287.983193,73,72,1,114,108,23,no
61,61,0,6,6,4,807.300983,0,0,0,66,42,39,no
94,94,0,25,25,8,1396.353632,0,0,0,134,101,51,no
18,18,1,2,2,1,94.222047,9,9,0,27,23,8,no
177,181,1,30,30,4,1767.34167,0,0,1,55,35,58,no
364,364,20,47,47,4,4486.411546,41,17,4,226,152,124,no
79,80,0,11,11,4,1211.582465,0,0,0,115,82,64,no
138,138,0,23,23,3,1968.998879,0,0,0,144,109,62,no
13,15,0,1,1,0,69.077553,0,0,0,3,3,4,no
37,37,0,7,7,2,404.779355,0,0,0,30,17,26,no
128,131,0,29,29,6,1961.89577,0,0,0,148,83,114,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
7,7,0,1,1,0,0,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
24,24,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
28,28,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
25,25,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
28,28,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
25,25,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
45,45,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
45,45,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
51,51,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
48,48,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
15,15,0,1,1,0,0,0,0,0,0,0,0,no
31,31,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
39,39,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
28,28,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
15,15,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
11,11,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
42,42,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
11,11,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
25,25,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
15,15,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
7,7,0,1,1,0,0,0,0,0,0,0,0,no
18,18,0,1,1,0,0,0,0,0,0,0,0,no
31,31,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
11,11,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
45,45,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
11,11,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
44,44,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
25,25,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
15,15,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
45,45,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
43,43,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
13,13,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
6,6,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
24,24,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
11,11,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
45,45,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
28,28,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
25,25,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
24,24,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
25,25,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
14,14,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
46,46,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
45,45,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
24,24,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
8,8,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
45,45,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
24,24,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
13,13,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
24,24,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
15,15,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
39,39,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
28,28,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
44,44,0,1,1,0,0,0,0,0,0,0,0,no
